jobId,title,companyName,companySize,industry,companyType,salaryMin,salaryMax,city,province,cityTier,education,experience,skills,welfare,publishDate,sourceUrl
SYN-000016,推荐系统工程师,比亚迪,10000人以上,新能源汽车/电池,上市公司,12,22,合肥,安徽,二线,硕士,3年及以下,C++|JIRA|计算机视觉|Spring Boot,弹性工作制|项目奖金|通讯补贴|餐补|团建活动,2025-10-24,https://synthetic.dataset/SYN-000016
SYN-000017,质量管理工程师,微众银行,1000-2000人,企业软件,民营,26,53,北京,北京,一线,本科,3年及以下,OpenCV|AWS,结婚礼金|餐补|生育礼金|定期调薪,2025-10-23,https://synthetic.dataset/SYN-000017
SYN-000018,云计算工程师,紫光展锐,1000-2000人,芯片设计,民营,17,35,苏州,江苏,新一线,本科,3-5年,Hibernate|Go|Confluence|GitLab CI|NLTK|Express|Kotlin|Java,零食不限量|出国机会|结婚礼金,2025-08-04,https://synthetic.dataset/SYN-000018
SYN-000019,硬件工程师,BOSS直聘,1000-2000人,互联网/招聘,上市公司,5,10,东莞,广东,新一线,博士,3年及以下,JMeter|Tomcat|Spring Cloud|Shell,年终奖|团建活动|绩效奖金|住房补贴|零食不限量,2025-08-07,https://synthetic.dataset/SYN-000019
SYN-000020,CV算法工程师,长江存储,2000-5000人,芯片制造,民营,12,20,北京,北京,一线,本科,不限,阿里云|DDD|Docker,生育礼金|餐补|年终奖|健身房|定期调薪|团建活动,2025-12-12,https://synthetic.dataset/SYN-000020
SYN-000021,Python开发工程师,腾讯,10000人以上,互联网/社交,上市公司,31,64,济南,山东,二线,本科,不限,Kotlin|阿里云|TypeScript|GraphQL,年度体检|弹性工作制|结婚礼金,2025-11-17,https://synthetic.dataset/SYN-000021
SYN-000022,运维工程师,商汤科技,1000-2000人,人工智能,民营,30,65,杭州,浙江,新一线,本科,3-5年,PyTorch|OpenCV|JIRA|Express|RabbitMQ,生育礼金|项目奖金|团建活动|通讯补贴,2025-09-25,https://synthetic.dataset/SYN-000022
SYN-000023,云计算工程师,网易,5000人以上,互联网/游戏,上市公司,42,83,深圳,广东,一线,本科,3年及以下,TensorFlow|TDD|Go|Hive|NLTK,五险一金|餐补,2026-04-10,https://synthetic.dataset/SYN-000023
SYN-000024,Java开发工程师,紫光展锐,1000-2000人,芯片设计,民营,25,53,东莞,广东,新一线,本科,应届,Azure|RabbitMQ|Spring Cloud,补充商业保险|住房补贴,2026-04-08,https://synthetic.dataset/SYN-000024
SYN-000025,Java开发工程师,小米,5000-10000人,智能硬件,上市公司,8,16,武汉,湖北,新一线,硕士,3-5年,NumPy|Kotlin|Express|Spark|计算机视觉|PostgreSQL,餐补|零食不限量|下午茶|项目奖金|定期调薪,2026-07-14,https://synthetic.dataset/SYN-000025
SYN-000026,区块链开发工程师,紫光展锐,1000-2000人,芯片设计,民营,9,19,杭州,浙江,新一线,本科,3年及以下,FastAPI|Hive|PostgreSQL|SQL|GraphQL|Rust|HBase,下午茶|股票期权|定期调薪|餐补|五险一金|生育礼金,2025-10-30,https://synthetic.dataset/SYN-000026
SYN-000027,测试开发工程师,用友网络,2000-5000人,企业软件,上市公司,12,22,西安,陕西,新一线,本科,3年及以下,Docker|JIRA|Hadoop|计算机视觉|NLTK|Go|React|NoSQL,零食不限量|健身房,2025-11-15,https://synthetic.dataset/SYN-000027
SYN-000028,C++开发工程师,美团,5000-10000人,互联网/生活服务,上市公司,32,60,西安,陕西,新一线,本科,5-10年,C++|Linux|TypeScript|Spark SQL|FastAPI|阿里云|计算机视觉|Kotlin,补充商业保险|下午茶|交通补贴|零食不限量,2025-12-22,https://synthetic.dataset/SYN-000028
SYN-000029,网络安全工程师,宁德时代,5000-10000人,新能源/电池,上市公司,1,4,苏州,江苏,新一线,本科,5-10年,Jenkins|Selenium|Express|深度学习|Confluence|Node.js|Spring Cloud,绩效奖金|五险一金|年终奖,2025-12-06,https://synthetic.dataset/SYN-000029
SYN-000030,后端开发工程师,蚂蚁集团,5000-10000人,金融科技,民营,39,79,青岛,山东,二线,博士,应届,TensorFlow|Confluence|Spring Cloud|Kafka|Cypress|PostgreSQL,扁平化管理|零食不限量,2025-11-30,https://synthetic.dataset/SYN-000030
SYN-000031,技术文档工程师,深信服,2000-5000人,网络安全,上市公司,2,7,重庆,重庆,新一线,本科,5-10年,MongoDB|Prometheus|TDD|SVN,绩效奖金|弹性工作制|带薪年假|通讯补贴|股票期权|年终奖,2026-01-27,https://synthetic.dataset/SYN-000031
SYN-000032,Go开发工程师,药明康德,5000-10000人,医药研发,上市公司,3,11,苏州,江苏,新一线,本科,1-3年,NoSQL|Flink|MongoDB,补充商业保险|技术培训,2026-04-25,https://synthetic.dataset/SYN-000032
SYN-000033,运维工程师,理想汽车,2000-5000人,新能源汽车,上市公司,6,12,广州,广东,一线,本科,1年以内,Spark|JUnit|深度学习|Express|JMeter|TDD,扁平化管理|项目奖金|零食不限量|带薪年假|年终奖,2026-04-15,https://synthetic.dataset/SYN-000033
SYN-000034,NLP算法工程师,米哈游,2000-5000人,游戏,民营,12,25,南京,江苏,新一线,本科,3年及以下,OpenCV|C++|Spark|Cypress|Nginx,健身房|生育礼金|年度体检,2026-04-03,https://synthetic.dataset/SYN-000034
SYN-000035,嵌入式软件工程师,微众银行,1000-2000人,金融科技,民营,5,17,济南,山东,二线,博士,应届,PyTorch|Redis|Azure|MySQL|Swift|Docker,团建活动|技术培训|交通补贴|年终奖|健身房,2026-03-19,https://synthetic.dataset/SYN-000035
SYN-000036,数据库管理员(DBA),商汤科技,1000-2000人,人工智能,民营,4,5,深圳,广东,一线,大专,1-3年,Spark|Selenium|机器学习|Hibernate|Swift|Spring Cloud|腾讯云,通讯补贴|下午茶,2026-06-04,https://synthetic.dataset/SYN-000036
SYN-000037,嵌入式软件工程师,莉莉丝游戏,500-1000人,游戏,民营,7,15,西安,陕西,新一线,硕士,3年及以下,Docker|Seaborn|Hive,通讯补贴|下午茶|团建活动|交通补贴,2025-12-29,https://synthetic.dataset/SYN-000037
SYN-000038,Java开发工程师,知乎,1000-2000人,互联网/内容,上市公司,18,33,上海,上海,一线,硕士,3年及以下,Seaborn|Pandas|Linux|Matplotlib|Python|Tomcat|Azure,补充商业保险|弹性工作制|技术培训|团建活动|带薪年假|项目奖金,2025-11-07,https://synthetic.dataset/SYN-000038
SYN-000039,技术支持工程师,大疆创新,2000-5000人,智能硬件/无人机,民营,7,18,青岛,山东,二线,本科,3-5年,TensorFlow|Cypress|Express,餐补|带薪年假|出国机会|定期调薪,2026-05-15,https://synthetic.dataset/SYN-000039
SYN-000040,后端开发工程师,华为,10000人以上,通信/IT,民营,24,54,长沙,湖南,新一线,大专,3年及以下,MongoDB|Shell|Cypress|JavaScript|NumPy|腾讯云|Spark|Flask,项目奖金|出国机会|餐补,2025-09-17,https://synthetic.dataset/SYN-000040
SYN-000041,硬件工程师,知乎,1000-2000人,互联网/内容,上市公司,12,25,济南,山东,二线,硕士,应届,Spark SQL|Swift|Angular,零食不限量|餐补|弹性工作制,2026-05-02,https://synthetic.dataset/SYN-000041
SYN-000042,网络安全工程师,滴滴出行,2000-5000人,互联网/出行,民营,17,34,天津,天津,新一线,本科,5-10年,NLTK|NLP,生育礼金|出国机会|项目奖金,2025-10-24,https://synthetic.dataset/SYN-000042
SYN-000043,数据库管理员(DBA),药明康德,5000-10000人,医药研发,上市公司,24,52,苏州,江苏,新一线,本科,3-5年,OpenCV|FastAPI|Elasticsearch|Express|Java|MySQL|GitLab CI|深度学习,定期调薪|健身房|技术培训|年度体检,2025-10-18,https://synthetic.dataset/SYN-000043
SYN-000044,iOS开发工程师,华为,10000人以上,通信/IT,民营,4,13,苏州,江苏,新一线,博士,3-5年,Zookeeper|RabbitMQ|Rust|Spring Boot,项目奖金|五险一金|通讯补贴|扁平化管理|住房补贴,2025-12-13,https://synthetic.dataset/SYN-000044
SYN-000045,运维工程师,字节跳动,10000人以上,金融科技,民营,3,5,大连,辽宁,二线,本科,不限,Hive|FastAPI|Tomcat|MySQL|React Native|Flask|Hadoop|机器学习,定期调薪|餐补|股票期权,2025-11-03,https://synthetic.dataset/SYN-000045
SYN-000046,技术文档工程师,滴滴出行,2000-5000人,医疗AI,民营,13,28,上海,上海,一线,大专,5-10年,Express|Scikit-learn,生育礼金|通讯补贴|住房补贴,2026-03-03,https://synthetic.dataset/SYN-000046
SYN-000047,物联网工程师,BOSS直聘,1000-2000人,互联网/游戏,上市公司,9,23,合肥,安徽,二线,大专,5-10年,Spring Boot|Linux,住房补贴|五险一金|项目奖金,2026-01-11,https://synthetic.dataset/SYN-000047
SYN-000048,iOS开发工程师,紫光展锐,1000-2000人,芯片设计,国企,12,22,福州,福建,二线,本科,1年以内,敏捷开发|微服务|Spark|React Native|C++|Redis|Spring Boot|Hive,通讯补贴|股票期权|零食不限量,2025-12-28,https://synthetic.dataset/SYN-000048
SYN-000049,机器人工程师,贝壳找房,5000-10000人,互联网/房产,上市公司,24,52,厦门,福建,二线,本科,1年以内,Angular|Hive|Confluence,技术培训|交通补贴,2026-05-02,https://synthetic.dataset/SYN-000049
SYN-000050,区块链开发工程师,金山软件,1000-2000人,企业软件,上市公司,11,23,南京,江苏,新一线,本科,3-5年,Cypress|Nginx|React Native|Tomcat,住房补贴|下午茶|生育礼金,2025-08-14,https://synthetic.dataset/SYN-000050
SYN-000051,Java开发工程师,知乎,1000-2000人,互联网/内容,上市公司,6,15,成都,四川,新一线,本科,3-5年,GitLab CI|SQL|阿里云,年度体检|健身房|结婚礼金|生育礼金,2025-08-21,https://synthetic.dataset/SYN-000051
SYN-000052,Android开发工程师,拼多多,5000-10000人,互联网/电商,上市公司,5,10,天津,天津,新一线,本科,3-5年,Kotlin|JUnit|Nginx|TDD|React|JavaScript|PostgreSQL|TypeScript,出国机会|零食不限量|带薪年假|年度体检|结婚礼金|年终奖,2026-01-01,https://synthetic.dataset/SYN-000052
SYN-000053,区块链开发工程师,海信集团,5000-10000人,家电制造,上市公司,12,22,长沙,湖南,新一线,本科,5-10年,Rust|GitLab CI|Cypress|计算机视觉|Confluence|NLTK|Prometheus,年度体检|补充商业保险,2025-12-28,https://synthetic.dataset/SYN-000053
SYN-000054,技术文档工程师,中兴通讯,5000-10000人,通信设备,上市公司,14,24,西安,陕西,新一线,本科,3-5年,RabbitMQ|HBase,生育礼金|住房补贴|零食不限量|技术培训|定期调薪,2025-11-01,https://synthetic.dataset/SYN-000054
SYN-000055,技术文档工程师,理想汽车,2000-5000人,新能源汽车,上市公司,9,17,西安,陕西,新一线,大专,1-3年,Flask|Redis,交通补贴|弹性工作制|生育礼金|技术培训|年终奖,2026-01-17,https://synthetic.dataset/SYN-000055
SYN-000056,运维工程师,鹰角网络,200-500人,游戏,民营,39,83,天津,天津,新一线,硕士,1年以内,Linux|NoSQL,扁平化管理|结婚礼金,2026-02-16,https://synthetic.dataset/SYN-000056
SYN-000057,测试开发工程师,OPPO,5000-10000人,智能硬件,民营,41,80,上海,上海,一线,本科,不限,阿里云|Linux,团建活动|股票期权|定期调薪|结婚礼金|弹性工作制|补充商业保险,2025-09-04,https://synthetic.dataset/SYN-000057
SYN-000058,算法工程师,莉莉丝游戏,500-1000人,游戏,民营,10,18,成都,四川,新一线,本科,1-3年,Django|Flutter|Linux,通讯补贴|生育礼金|带薪年假|项目奖金|年度体检,2026-04-21,https://synthetic.dataset/SYN-000058
SYN-000059,硬件工程师,小米,5000-10000人,人工智能,国企,35,71,上海,上海,一线,本科,不限,敏捷开发|Python|Pandas|JavaScript|OpenCV,通讯补贴|带薪年假|零食不限量|年度体检|生育礼金|绩效奖金,2026-07-08,https://synthetic.dataset/SYN-000059
SYN-000060,大数据开发工程师,莉莉丝游戏,500-1000人,游戏,创业公司,25,53,长沙,湖南,新一线,本科,1年以内,MyBatis|Kotlin|Confluence|机器学习|Spring Cloud|Linux,出国机会|弹性工作制|团建活动|结婚礼金|项目奖金|生育礼金,2026-02-22,https://synthetic.dataset/SYN-000060
SYN-000061,DevOps工程师,快手,5000-10000人,互联网/短视频,上市公司,9,17,北京,北京,一线,大专,应届,Django|Hadoop|NLTK|Tomcat,项目奖金|生育礼金|补充商业保险|零食不限量|团建活动|五险一金,2025-12-05,https://synthetic.dataset/SYN-000061
SYN-000062,技术支持工程师,海康威视,5000-10000人,安防/AI,上市公司,6,15,天津,天津,新一线,大专,1-3年,机器学习|FastAPI|Flask|RESTful API|RocketMQ,生育礼金|技术培训,2025-08-23,https://synthetic.dataset/SYN-000062
SYN-000063,数据分析师,京东,5000-10000人,互联网/电商,上市公司,39,80,东莞,广东,新一线,本科,应届,Flutter|Go|Python,出国机会|股票期权|健身房|绩效奖金,2025-09-29,https://synthetic.dataset/SYN-000063
SYN-000064,区块链开发工程师,BOSS直聘,1000-2000人,互联网/招聘,上市公司,12,18,郑州,河南,新一线,硕士,3-5年,Kubernetes|Azure,年终奖|带薪年假|住房补贴|零食不限量|下午茶|通讯补贴,2026-06-13,https://synthetic.dataset/SYN-000064
SYN-000065,技术文档工程师,比亚迪,10000人以上,新能源汽车/电池,上市公司,20,43,上海,上海,一线,大专,1-3年,MySQL|Shell|TDD|React|OpenCV,带薪年假|绩效奖金|餐补|弹性工作制|股票期权,2026-05-23,https://synthetic.dataset/SYN-000065
SYN-000066,数据库管理员(DBA),小鹏汽车,1000-2000人,新能源汽车,上市公司,6,11,大连,辽宁,二线,大专,3年及以下,JUnit|JavaScript|AWS|机器学习|阿里云|Kubernetes,年终奖|住房补贴|股票期权|定期调薪|通讯补贴|出国机会,2026-03-13,https://synthetic.dataset/SYN-000066
SYN-000067,中间件开发工程师,丁香园,200-500人,互联网医疗,民营,4,15,南京,江苏,新一线,本科,不限,Shell|RabbitMQ|Azure|Flutter|Hive|React,股票期权|团建活动|餐补|年度体检|下午茶|五险一金,2026-05-24,https://synthetic.dataset/SYN-000067
SYN-000068,产品经理,用友网络,2000-5000人,新能源汽车,上市公司,10,24,福州,福建,二线,硕士,1年以内,JavaScript|Go|Spark|Cypress|Kafka|Swift|JMeter,住房补贴|项目奖金|出国机会,2026-07-05,https://synthetic.dataset/SYN-000068
SYN-000069,数据库管理员(DBA),小红书,2000-5000人,互联网/社交电商,民营,13,26,合肥,安徽,二线,本科,3-5年,Jenkins|SVN,下午茶|五险一金|出国机会|定期调薪|零食不限量,2025-11-05,https://synthetic.dataset/SYN-000069
SYN-000070,云计算工程师,中兴通讯,5000-10000人,通信设备,上市公司,9,16,厦门,福建,二线,本科,5-10年,腾讯云|Redis,绩效奖金|年终奖,2025-08-18,https://synthetic.dataset/SYN-000070
SYN-000071,Java开发工程师,金山软件,1000-2000人,办公软件,上市公司,20,35,东莞,广东,新一线,大专,3-5年,Go|C++|Hadoop|Spark|Cypress,出国机会|带薪年假|股票期权|团建活动|扁平化管理|生育礼金,2026-02-25,https://synthetic.dataset/SYN-000071
SYN-000072,硬件工程师,大疆创新,2000-5000人,智能硬件/无人机,民营,7,13,合肥,安徽,二线,博士,3-5年,计算机视觉|PyTorch,交通补贴|股票期权|年终奖|弹性工作制|零食不限量|结婚礼金,2026-07-04,https://synthetic.dataset/SYN-000072
SYN-000073,硬件工程师,格力电器,5000-10000人,家电制造,上市公司,3,9,南京,江苏,新一线,大专,1-3年,MongoDB|Flutter|Spark SQL|Selenium,通讯补贴|餐补|零食不限量|年度体检|股票期权,2025-09-06,https://synthetic.dataset/SYN-000073
SYN-000074,云计算工程师,用友网络,2000-5000人,企业软件,上市公司,19,33,杭州,浙江,新一线,硕士,应届,NLP|Pandas|GraphQL|RabbitMQ|HBase|Hive,年终奖|年度体检|项目奖金|健身房,2026-05-06,https://synthetic.dataset/SYN-000074
SYN-000075,大数据开发工程师,滴滴出行,2000-5000人,互联网/出行,民营,7,18,武汉,湖北,新一线,博士,5-10年,Confluence|RocketMQ|GitLab CI,出国机会|项目奖金|补充商业保险,2026-02-20,https://synthetic.dataset/SYN-000075
SYN-000076,推荐系统工程师,旷视科技,500-1000人,医疗器械,民营,37,69,佛山,广东,二线,本科,3-5年,FastAPI|OpenCV|NLP|Java|React|Spring Cloud,生育礼金|出国机会|年终奖|弹性工作制|结婚礼金,2026-05-14,https://synthetic.dataset/SYN-000076
SYN-000077,游戏服务端开发,小红书,2000-5000人,互联网/社交电商,民营,4,8,福州,福建,二线,不限,5-10年,JavaScript|Flask,补充商业保险|年度体检|绩效奖金|通讯补贴,2025-12-18,https://synthetic.dataset/SYN-000077
SYN-000078,嵌入式软件工程师,知乎,1000-2000人,通信/IT,上市公司,10,23,大连,辽宁,二线,大专,应届,深度学习|微服务|React,下午茶|五险一金|团建活动,2025-12-16,https://synthetic.dataset/SYN-000078
SYN-000079,质量管理工程师,蔚来汽车,2000-5000人,新能源汽车,上市公司,12,26,长沙,湖南,新一线,大专,不限,微服务|React Native|Matplotlib|Nginx|Rust|GraphQL|Confluence,零食不限量|餐补|健身房,2026-01-17,https://synthetic.dataset/SYN-000079
SYN-000080,硬件工程师,药明康德,5000-10000人,医药研发,合资,37,74,南京,江苏,新一线,本科,应届,JIRA|C++|Cypress|Grafana|Selenium|Spring Cloud|Vue,住房补贴|下午茶|通讯补贴|团建活动,2026-06-19,https://synthetic.dataset/SYN-000080
SYN-000081,风控算法工程师,贝壳找房,5000-10000人,互联网/房产,上市公司,7,15,武汉,湖北,新一线,本科,应届,TDD|SVN|OpenCV,健身房|补充商业保险|股票期权,2025-08-17,https://synthetic.dataset/SYN-000081
SYN-000082,质量管理工程师,旷视科技,500-1000人,人工智能,民营,7,12,上海,上海,一线,本科,3年及以下,Jenkins|Azure,零食不限量|结婚礼金|带薪年假|住房补贴|餐补|出国机会,2026-04-16,https://synthetic.dataset/SYN-000082
SYN-000083,C++开发工程师,长江存储,2000-5000人,芯片制造,民营,9,20,广州,广东,一线,硕士,1-3年,Confluence|SQL|JMeter|计算机视觉|Hadoop|Flink|NLTK,通讯补贴|健身房|生育礼金,2026-02-08,https://synthetic.dataset/SYN-000083
SYN-000084,Android开发工程师,知乎,1000-2000人,互联网/内容,上市公司,22,38,济南,山东,二线,本科,应届,React|Spark|SVN|Hadoop|Matplotlib|Go,通讯补贴|股票期权|项目奖金|零食不限量,2026-03-13,https://synthetic.dataset/SYN-000084
SYN-000085,Java开发工程师,丁香园,200-500人,互联网医疗,民营,9,16,南京,江苏,新一线,硕士,3-5年,MySQL|Confluence|MongoDB|Vue|Hive|Spring Cloud,团建活动|弹性工作制|项目奖金|技术培训,2026-05-15,https://synthetic.dataset/SYN-000085
SYN-000086,技术文档工程师,携程,5000-10000人,互联网/旅游,合资,19,39,青岛,山东,二线,硕士,5-10年,Scikit-learn|HBase|Python|腾讯云|Vue|Matplotlib|PyTorch|Spark SQL,带薪年假|通讯补贴|年终奖|出国机会|交通补贴|扁平化管理,2026-06-09,https://synthetic.dataset/SYN-000086
SYN-000087,Rust开发工程师,拼多多,5000-10000人,互联网/电商,上市公司,7,19,济南,山东,二线,不限,3-5年,Matplotlib|Shell|JIRA|Flutter|Vue|Nginx,出国机会|健身房|带薪年假|项目奖金|餐补,2026-02-03,https://synthetic.dataset/SYN-000087
SYN-000088,数据工程师,大疆创新,2000-5000人,智能硬件/无人机,民营,4,5,合肥,安徽,二线,硕士,1-3年,NLP|Spring Cloud,弹性工作制|五险一金|健身房|补充商业保险|扁平化管理|出国机会,2026-05-28,https://synthetic.dataset/SYN-000088
SYN-000089,测试开发工程师,大疆创新,2000-5000人,智能硬件/无人机,民营,12,21,杭州,浙江,新一线,大专,3年及以下,机器学习|Git|C++|Spring Boot,年终奖|技术培训|零食不限量,2025-07-20,https://synthetic.dataset/SYN-000089
SYN-000090,技术支持工程师,小鹏汽车,1000-2000人,互联网/电商,上市公司,6,15,济南,山东,二线,硕士,1-3年,Go|Git|阿里云|FastAPI|Kotlin|React Native|SVN,补充商业保险|带薪年假|生育礼金,2025-08-12,https://synthetic.dataset/SYN-000090
SYN-000091,Android开发工程师,VIVO,5000-10000人,智能硬件,民营,7,18,西安,陕西,新一线,本科,3年及以下,NumPy|OpenCV|React Native|Rust|MySQL|Linux|Elasticsearch,通讯补贴|扁平化管理|补充商业保险|生育礼金|定期调薪,2025-10-11,https://synthetic.dataset/SYN-000091
SYN-000092,技术支持工程师,科大讯飞,2000-5000人,人工智能/语音,上市公司,20,43,杭州,浙江,新一线,硕士,3年及以下,Node.js|HBase|Shell,下午茶|扁平化管理|交通补贴|住房补贴,2026-03-09,https://synthetic.dataset/SYN-000092
SYN-000093,后端开发工程师,奇安信,2000-5000人,网络安全,上市公司,34,68,重庆,重庆,新一线,硕士,不限,Grafana|MyBatis|Zookeeper|RESTful API|Nginx|TypeScript|Hibernate,定期调薪|通讯补贴|下午茶|补充商业保险|绩效奖金|交通补贴,2026-06-16,https://synthetic.dataset/SYN-000093
SYN-000094,硬件工程师,海康威视,5000-10000人,安防/AI,上市公司,19,37,郑州,河南,新一线,博士,3年及以下,Pandas|Jenkins|RabbitMQ|Go,团建活动|结婚礼金,2026-06-10,https://synthetic.dataset/SYN-000094
SYN-000095,系统管理员,大疆创新,2000-5000人,智能硬件/无人机,民营,8,11,大连,辽宁,二线,本科,不限,Matplotlib|Pandas|Redis|Hadoop|Angular|Git,通讯补贴|团建活动|年度体检,2025-11-15,https://synthetic.dataset/SYN-000095
SYN-000096,系统管理员,OPPO,5000-10000人,智能硬件,民营,9,20,南京,江苏,新一线,博士,应届,SQL|AWS|FastAPI|Flink,交通补贴|住房补贴|带薪年假|健身房|扁平化管理|通讯补贴,2025-12-01,https://synthetic.dataset/SYN-000096
SYN-000097,推荐系统工程师,小米,5000-10000人,智能硬件,上市公司,37,70,郑州,河南,新一线,硕士,应届,GraphQL|Zookeeper,住房补贴|年终奖|零食不限量|团建活动|补充商业保险,2025-11-27,https://synthetic.dataset/SYN-000097
SYN-000098,架构师,京东方,5000-10000人,显示面板,上市公司,22,39,福州,福建,二线,本科,1-3年,GraphQL|SVN|Hibernate|Scikit-learn|DDD|PyTorch,定期调薪|年终奖|餐补|五险一金|零食不限量|扁平化管理,2026-07-02,https://synthetic.dataset/SYN-000098
SYN-000099,DevOps工程师,海康威视,5000-10000人,安防/AI,上市公司,12,20,东莞,广东,新一线,本科,1-3年,Express|FastAPI|Shell|阿里云|JIRA,弹性工作制|股票期权|住房补贴|通讯补贴|出国机会,2026-04-03,https://synthetic.dataset/SYN-000099
SYN-000100,技术支持工程师,哔哩哔哩,2000-5000人,互联网/视频,上市公司,5,6,福州,福建,二线,本科,1-3年,Linux|TensorFlow|Azure|Linux|Cypress|AWS|Rust|Docker,结婚礼金|五险一金|带薪年假|绩效奖金,2025-12-16,https://synthetic.dataset/SYN-000100
SYN-000101,Python开发工程师,蚂蚁集团,5000-10000人,金融科技,民营,10,20,青岛,山东,二线,本科,3年及以下,Grafana|Hive|NumPy|Docker|FastAPI|JUnit|Elasticsearch,股票期权|餐补|项目奖金|结婚礼金|五险一金|扁平化管理,2025-12-03,https://synthetic.dataset/SYN-000101
SYN-000102,DevOps工程师,药明康德,5000-10000人,医药研发,上市公司,9,14,成都,四川,新一线,硕士,应届,机器学习|NoSQL|React Native,定期调薪|带薪年假|五险一金|股票期权|团建活动,2025-08-06,https://synthetic.dataset/SYN-000102
SYN-000103,Rust开发工程师,OPPO,5000-10000人,智能硬件,民营,10,24,北京,北京,一线,本科,1-3年,Shell|Seaborn|Confluence|Zookeeper|Kotlin|Elasticsearch,住房补贴|餐补|零食不限量|补充商业保险|年终奖|定期调薪,2026-04-21,https://synthetic.dataset/SYN-000103
SYN-000104,硬件工程师,知乎,1000-2000人,互联网/内容,上市公司,9,21,大连,辽宁,二线,本科,不限,Kafka|FastAPI|Java|Express|Rust|MyBatis|Confluence,扁平化管理|团建活动,2025-12-06,https://synthetic.dataset/SYN-000104
